"customer_id","age","gender","city","category","item_purchased","color","size","quantity","unit_price_vnd","discount_applied","total_purchase_vnd","payment_method","purchase_channel","shipping_type","season","purchase_frequency","subscription_member","promo_code_used","review_rating","age_group","purchase_frequency_days"
1257,39,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Pink","L",1,450000,"Yes",405000,"Cash","Online - App","Express","Summer","Fortnightly","Yes","No",4.0,"Adult",14
1258,30,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Black","38",1,4800000,"No",4800000,"Credit Card","Online - App","Express","Autumn","Every 3 Months","No","No",5.0,"Young Adult",90
1259,23,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Pink","44",1,5500000,"No",5500000,"MoMo","Shopee","Express","Summer","Every 3 Months","No","No",4.0,"Teen",90
1260,27,"Male","Ho Chi Minh","Apparel - Bottom","Accelerate Short","Yellow","L",1,550000,"No",550000,"MoMo","In-Store","In-Store Pickup","Autumn","Monthly","No","No",5.0,"Young Adult",30
1261,31,"Female","Ho Chi Minh","Accessories","Running Socks (3-pack)","Blue",NULL,1,150000,"Yes",135000,"Debit Card","Online - App","Standard","Autumn","Quarterly","No","Yes",4.0,"Young Adult",90
1262,28,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Blue","XS",1,750000,"Yes",600000,"Debit Card","Shopee","Express","Spring","Fortnightly","No","No",4.0,"Young Adult",14
1263,31,"Female","Ho Chi Minh","Running Shoes","Fresh Foam 860","Pink","44",1,3700000,"Yes",3515000,"Cash","Lazada","Same-day","Winter","Monthly","No","No",5.0,"Young Adult",30
1264,21,"Female","Ha Noi","Running Shoes","1080v13","Pink","42",1,5300000,"Yes",5035000,"MoMo","Lazada","Standard","Summer","Bi-Weekly","Yes","No",5.0,"Teen",14
1265,29,"Female","Ho Chi Minh","Lifestyle Sneakers","550","Yellow",NULL,1,3050000,"Yes",2592000,"Credit Card","Shopee","Standard","Autumn","Bi-Weekly","No","No",1.0,"Young Adult",14
1266,18,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Beige","XL",1,800000,"No",800000,"MoMo","Shopee","Standard","Spring","Weekly","No","No",4.0,"Teen",7
1267,27,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Red",NULL,1,2500000,"No",2500000,"Credit Card","In-Store","In-Store Pickup","Spring","Every 3 Months","No","No",2.0,"Young Adult",90
1268,21,"Female","Ha Noi","Running Shoes","880v13","Red","39",1,4000000,"No",4000000,"VNPay","Shopee","Same-day","Summer","Weekly","No","No",4.0,"Teen",7
1269,22,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Black",NULL,1,3200000,"Yes",3040000,"Credit Card","Online - App","Express","Spring","Bi-Weekly","Yes","No",5.0,"Teen",14
1270,36,"Female","Ha Noi","Lifestyle Sneakers","574","Yellow",NULL,1,2850000,"Yes",2850000,"Credit Card","Online - App","Standard","Summer","Quarterly","No","Yes",4.0,"Adult",90
1271,35,"Male","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Green","S",1,1100000,"No",1100000,"Cash","Shopee","Standard","Autumn","Annually","Yes","No",4.0,"Adult",365
1272,32,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Black",NULL,1,2400000,"Yes",2400000,"ZaloPay","Lazada","Express","Summer","Annually","No","Yes",3.0,"Adult",365
1273,20,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Green","43",1,5100000,"Yes",4590000,"Debit Card","Shopee","Standard","Spring","Monthly","No","No",4.0,"Teen",30
1274,25,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Beige","37",1,4100000,"Yes",4100000,"VNPay","Online - Website","Standard","Summer","Every 3 Months","No","Yes",2.0,"Teen",90
1275,36,"Female","Ha Noi","Apparel - Top","Athletics Fleece Crew","Blue","XL",1,800000,"Yes",760000,"ZaloPay","Online - Website","Standard","Winter","Quarterly","Yes","No",2.0,"Adult",90
1276,28,"Female","Da Nang","Running Shoes","1080v13","Red","39",1,4000000,"No",4000000,"Credit Card","Online - App","Same-day","Summer","Monthly","Yes","No",3.0,"Young Adult",30
1277,44,"Female","Ha Noi","Lifestyle Sneakers","9060","White",NULL,1,3350000,"No",3350000,"Credit Card","Shopee","Express","Spring","Weekly","No","No",5.0,"Adult",7
1278,30,"Male","Ha Noi","Lifestyle Sneakers","2002R","Blue",NULL,1,3000000,"Yes",2700000,"Debit Card","In-Store","In-Store Pickup","Spring","Quarterly","Yes","No",4.0,"Young Adult",90
1279,29,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","White",NULL,1,3150000,"Yes",2992000,"Credit Card","Online - App","Standard","Summer","Fortnightly","No","Yes",1.0,"Young Adult",14
1280,25,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Blue",NULL,1,3700000,"No",3700000,"Debit Card","Online - App","Standard","Winter","Annually","Yes","No",4.0,"Teen",365
1281,28,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Grey","36",1,3600000,"Yes",2520000,"Debit Card","Online - Website","Standard","Autumn","Every 3 Months","No","No",1.0,"Young Adult",90
1282,26,"Male","Ha Noi","Running Shoes","880v13","Black","43",1,3250000,"Yes",2925000,"ZaloPay","Online - App","Standard","Spring","Bi-Weekly","Yes","No",5.0,"Young Adult",14
1283,32,"Male","Da Nang","Running Shoes","Fresh Foam 860","Yellow","39",1,3350000,"Yes",3182000,"Debit Card","In-Store","In-Store Pickup","Spring","Monthly","No","Yes",5.0,"Adult",30
1284,34,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Navy","39",1,5500000,"Yes",5225000,"Debit Card","TikTok Shop","Standard","Autumn","Every 3 Months","No","No",4.0,"Adult",90
1285,22,"Female","Ha Noi","Lifestyle Sneakers","1906R","Red",NULL,1,3650000,"No",3650000,"Cash","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Teen",14
1286,18,"Female","Ha Noi","Training Shoes","FuelCell Training","Red","39",1,3600000,"No",3600000,"MoMo","Online - Website","Same-day","Autumn","Fortnightly","Yes","No",5.0,"Teen",14
1287,16,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Red",NULL,1,3850000,"No",3850000,"Debit Card","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",4.0,"Teen",14
1288,31,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Grey","41",1,4000000,"No",4000000,"ZaloPay","TikTok Shop","Express","Winter","Monthly","No","No",4.0,"Young Adult",30
1289,20,"Female","Da Nang","Apparel - Top","Essentials Hoodie","Navy","M",2,1200000,"No",2400000,"VNPay","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","No",4.0,"Teen",14
1290,16,"Male","Ho Chi Minh","Lifestyle Sneakers","530","Red",NULL,1,3500000,"No",3500000,"MoMo","Online - Website","Express","Autumn","Weekly","No","No",4.0,"Teen",7
1291,30,"Male","Ha Noi","Lifestyle Sneakers","327","Navy",NULL,1,3900000,"Yes",3510000,"ZaloPay","Shopee","Standard","Autumn","Annually","Yes","Yes",4.0,"Young Adult",365
1292,45,"Male","Ha Noi","Accessories","Gym Bag","Pink",NULL,2,550000,"Yes",1100000,"VNPay","In-Store","In-Store Pickup","Winter","Fortnightly","Yes","Yes",3.0,"Adult",14
1293,27,"Female","Ha Noi","Apparel - Top","Athletics Fleece Crew","Grey","L",1,800000,"No",800000,"ZaloPay","TikTok Shop","Express","Autumn","Annually","No","No",4.0,"Young Adult",365
1294,33,"Female","Ho Chi Minh","Running Shoes","880v13","Red","45",1,4900000,"Yes",4900000,"Cash","Shopee","Standard","Spring","Annually","No","Yes",5.0,"Adult",365
1295,28,"Male","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","White","45",1,2950000,"Yes",2655000,"Credit Card","Shopee","Express","Autumn","Every 3 Months","No","No",3.0,"Young Adult",90
1296,27,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Beige","39",1,4550000,"No",4550000,"MoMo","In-Store","In-Store Pickup","Autumn","Weekly","No","No",2.0,"Young Adult",7
1297,34,"Male","Ha Noi","Apparel - Bottom","Q Speed Short","Navy","XL",1,450000,"Yes",405000,"Cash","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","Yes",4.0,"Adult",14
1298,25,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Green","42",1,3300000,"No",3300000,"MoMo","In-Store","In-Store Pickup","Winter","Annually","Yes","No",3.0,"Teen",365
1299,29,"Female","Ha Noi","Lifestyle Sneakers","327","Grey",NULL,1,2050000,"Yes",1948000,"Debit Card","Shopee","Standard","Autumn","Fortnightly","No","Yes",5.0,"Young Adult",14
1300,30,"Female","Ha Noi","Running Shoes","1080v13","Beige","37",1,3300000,"Yes",3135000,"ZaloPay","Online - App","Standard","Summer","Bi-Weekly","No","No",3.0,"Young Adult",14
1301,23,"Male","Da Nang","Lifestyle Sneakers","574","Grey",NULL,1,4050000,"No",4050000,"MoMo","Online - Website","Standard","Winter","Every 3 Months","Yes","No",5.0,"Teen",90
1302,34,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Pink","39",1,3150000,"Yes",2678000,"Debit Card","TikTok Shop","Standard","Autumn","Weekly","Yes","No",5.0,"Adult",7
1303,26,"Male","Da Nang","Running Shoes","Fresh Foam 860","Blue","39",1,3000000,"No",3000000,"MoMo","TikTok Shop","Express","Spring","Monthly","No","No",5.0,"Young Adult",30
1304,22,"Male","Ho Chi Minh","Running Shoes","1080v13","Red","41",1,4850000,"No",4850000,"Cash","Shopee","Express","Autumn","Annually","No","No",4.0,"Teen",365
1305,31,"Male","Ho Chi Minh","Accessories","Sport Cap","Blue",NULL,1,250000,"No",250000,"ZaloPay","Online - Website","Same-day","Summer","Every 3 Months","No","No",4.0,"Young Adult",90
1306,21,"Male","Ha Noi","Lifestyle Sneakers","550","Green",NULL,1,2350000,"No",2350000,"Debit Card","Online - Website","Same-day","Summer","Every 3 Months","Yes","No",4.0,"Teen",90
1307,28,"Male","Ha Noi","Accessories","Water Bottle","Pink",NULL,2,550000,"Yes",935000,"MoMo","Shopee","Express","Spring","Annually","No","No",5.0,"Young Adult",365
1308,27,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Beige","36",1,4500000,"Yes",4050000,"Cash","Online - Website","Standard","Autumn","Annually","Yes","No",4.0,"Young Adult",365
1309,35,"Male","Ha Noi","Lifestyle Sneakers","327","Yellow",NULL,1,3050000,"Yes",2745000,"Cash","Shopee","Standard","Summer","Every 3 Months","No","No",4.0,"Adult",90
1310,31,"Female","Ha Noi","Running Shoes","880v13","Grey","38",1,5500000,"No",5500000,"Credit Card","Shopee","Same-day","Autumn","Quarterly","No","No",5.0,"Young Adult",90
1311,27,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","White","36",1,2900000,"No",2900000,"Cash","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",2.0,"Young Adult",90
1312,33,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Green",NULL,1,3700000,"Yes",2960000,"Credit Card","In-Store","In-Store Pickup","Spring","Annually","Yes","Yes",4.0,"Adult",365
1313,37,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Pink","43",1,3450000,"No",3450000,"MoMo","In-Store","In-Store Pickup","Winter","Monthly","No","No",4.0,"Adult",30
1314,31,"Female","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Beige","M",1,850000,"Yes",722000,"MoMo","In-Store","In-Store Pickup","Autumn","Bi-Weekly","No","No",4.0,"Young Adult",14
1315,28,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Green","36",1,4200000,"No",4200000,"Credit Card","Online - App","Standard","Summer","Annually","Yes","No",4.0,"Young Adult",365
1316,18,"Male","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Pink","36",1,4000000,"Yes",3400000,"MoMo","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",4.0,"Teen",90
1317,20,"Male","Ha Noi","Lifestyle Sneakers","9060","Grey",NULL,1,2800000,"No",2800000,"VNPay","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","No",2.0,"Teen",14
1318,25,"Female","Ha Noi","Training Shoes","FuelCell Training","Blue","44",1,2850000,"No",2850000,"VNPay","Online - App","Standard","Spring","Monthly","Yes","No",5.0,"Teen",30
1319,23,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Blue","45",1,5300000,"Yes",5035000,"Credit Card","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","Yes",4.0,"Teen",14
1320,26,"Male","Ho Chi Minh","Apparel - Bottom","Accelerate Short","Grey","L",1,500000,"Yes",500000,"MoMo","Shopee","Standard","Spring","Weekly","Yes","Yes",5.0,"Young Adult",7
1321,28,"Female","Ha Noi","Training Shoes","FuelCell Training","Green","36",1,2650000,"No",2650000,"ZaloPay","Shopee","Standard","Winter","Annually","Yes","No",3.0,"Young Adult",365
1322,31,"Male","Ha Noi","Training Shoes","Minimus TR","Yellow","37",1,2700000,"Yes",2700000,"Credit Card","Online - App","Express","Summer","Every 3 Months","No","Yes",1.0,"Young Adult",90
1323,27,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Red","42",1,4850000,"Yes",4122000,"Debit Card","Online - App","Express","Spring","Quarterly","Yes","Yes",5.0,"Young Adult",90
1324,31,"Male","Da Nang","Running Shoes","880v13","Beige","43",1,5050000,"No",5050000,"Credit Card","Online - Website","Standard","Summer","Every 3 Months","No","No",1.0,"Young Adult",90
1325,28,"Male","Ho Chi Minh","Training Shoes","FuelCell Training","Green","42",1,3700000,"Yes",3700000,"Cash","In-Store","In-Store Pickup","Summer","Fortnightly","No","Yes",3.0,"Young Adult",14
1326,16,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Green",NULL,1,2100000,"No",2100000,"MoMo","In-Store","In-Store Pickup","Summer","Monthly","No","No",4.0,"Teen",30
1327,21,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Grey","38",1,3650000,"No",3650000,"Credit Card","Online - Website","Standard","Spring","Monthly","No","No",4.0,"Teen",30
1328,26,"Male","Da Nang","Lifestyle Sneakers","530","Yellow",NULL,1,3100000,"Yes",2945000,"VNPay","In-Store","In-Store Pickup","Winter","Weekly","No","No",5.0,"Young Adult",7
1329,19,"Male","Ho Chi Minh","Running Shoes","880v13","Yellow","41",1,5450000,"No",5450000,"Debit Card","Online - App","Express","Spring","Weekly","Yes","No",5.0,"Teen",7
1330,32,"Male","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","Pink","S",1,550000,"Yes",495000,"VNPay","Shopee","Same-day","Winter","Every 3 Months","No","No",4.0,"Adult",90
1331,38,"Male","Ha Noi","Lifestyle Sneakers","327","Blue",NULL,1,3250000,"Yes",2600000,"Credit Card","TikTok Shop","Standard","Summer","Bi-Weekly","No","No",4.0,"Adult",14
1332,36,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Blue","40",1,3300000,"Yes",2970000,"Credit Card","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","No",4.0,"Adult",14
1333,26,"Male","Ha Noi","Apparel - Bottom","Athletics Jogger","Green","L",1,900000,"Yes",900000,"ZaloPay","Shopee","Express","Autumn","Quarterly","Yes","Yes",5.0,"Young Adult",90
1334,38,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Navy","S",2,700000,"No",1400000,"Bank Transfer","Shopee","Standard","Winter","Quarterly","No","No",4.0,"Adult",90
1335,29,"Male","Da Nang","Apparel - Bottom","Impact Run Tight","Black","XXL",1,900000,"Yes",765000,"Credit Card","In-Store","In-Store Pickup","Autumn","Monthly","No","Yes",5.0,"Young Adult",30
1336,25,"Male","Ho Chi Minh","Accessories","Wristband Set","Red",NULL,1,450000,"No",450000,"MoMo","Shopee","Standard","Summer","Weekly","Yes","No",3.0,"Teen",7
1337,23,"Male","Ha Noi","Apparel - Bottom","Athletics Jogger","Black","XS",1,950000,"No",950000,"Credit Card","Shopee","Express","Autumn","Fortnightly","Yes","No",5.0,"Teen",14
1338,25,"Male","Ha Noi","Accessories","Wristband Set","Pink",NULL,1,550000,"No",550000,"Cash","In-Store","In-Store Pickup","Spring","Bi-Weekly","Yes","No",4.0,"Teen",14
1339,25,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","Black","XL",2,500000,"Yes",850000,"ZaloPay","In-Store","In-Store Pickup","Autumn","Fortnightly","No","Yes",4.0,"Teen",14
1340,29,"Female","Da Nang","Running Shoes","Fresh Foam 860","Black","44",1,5050000,"Yes",5050000,"Credit Card","Online - App","Standard","Summer","Every 3 Months","Yes","Yes",2.0,"Young Adult",90
1341,29,"Female","Ha Noi","Lifestyle Sneakers","2002R","Blue",NULL,1,2100000,"No",2100000,"VNPay","In-Store","In-Store Pickup","Autumn","Every 3 Months","No","No",3.0,"Young Adult",90
1342,28,"Male","Ha Noi","Running Shoes","880v13","Blue","44",1,4400000,"Yes",4180000,"VNPay","Online - App","Standard","Summer","Quarterly","No","No",2.0,"Young Adult",90
1343,31,"Male","Da Nang","Lifestyle Sneakers","574","Green",NULL,1,2200000,"Yes",1980000,"Debit Card","TikTok Shop","Express","Summer","Monthly","No","No",4.0,"Young Adult",30
1344,36,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Black","43",1,4150000,"No",4150000,"Debit Card","TikTok Shop","Express","Summer","Monthly","No","No",4.0,"Adult",30
1345,34,"Female","Ho Chi Minh","Accessories","Running Socks (3-pack)","Yellow",NULL,1,300000,"No",300000,"MoMo","In-Store","In-Store Pickup","Winter","Annually","No","No",2.0,"Adult",365
1346,17,"Female","Da Nang","Training Shoes","Minimus TR","Navy","36",1,2200000,"Yes",1980000,"Credit Card","Lazada","Standard","Summer","Weekly","No","Yes",4.0,"Teen",7
1347,16,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Blue","44",1,4050000,"No",4050000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","No",1.0,"Teen",14
1348,34,"Female","Da Nang","Apparel - Top","Essentials Hoodie","Grey","XL",2,950000,"No",1900000,"VNPay","TikTok Shop","Express","Spring","Monthly","Yes","No",3.0,"Adult",30
1349,18,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","White","38",1,3000000,"No",3000000,"ZaloPay","In-Store","In-Store Pickup","Spring","Fortnightly","No","No",5.0,"Teen",14
1350,26,"Female","Ho Chi Minh","Accessories","Sport Cap","Yellow",NULL,3,550000,"No",1650000,"MoMo","Online - App","Standard","Summer","Bi-Weekly","No","No",5.0,"Young Adult",14
1351,19,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Navy",NULL,1,3000000,"No",3000000,"Cash","Online - App","Express","Summer","Every 3 Months","Yes","No",4.0,"Teen",90
1352,16,"Male","Ha Noi","Accessories","Running Socks (3-pack)","Grey",NULL,1,200000,"Yes",200000,"Credit Card","Online - App","Standard","Spring","Quarterly","Yes","Yes",4.0,"Teen",90
1353,31,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","White","36",1,3000000,"Yes",2550000,"VNPay","Online - Website","Same-day","Spring","Bi-Weekly","No","No",4.0,"Young Adult",14
1354,33,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Pink","44",1,3650000,"Yes",2920000,"MoMo","In-Store","In-Store Pickup","Autumn","Every 3 Months","Yes","No",4.0,"Adult",90
1355,23,"Female","Da Nang","Training Shoes","Minimus TR","Black","38",1,2650000,"Yes",1855000,"MoMo","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",4.0,"Teen",90
1356,16,"Male","Da Nang","Accessories","Water Bottle","Grey",NULL,1,400000,"No",400000,"ZaloPay","Shopee","Standard","Autumn","Bi-Weekly","No","No",2.0,"Teen",14
1357,24,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","White","43",1,4500000,"No",4500000,"Credit Card","In-Store","In-Store Pickup","Autumn","Annually","No","No",4.0,"Teen",365
1358,30,"Male","Ha Noi","Apparel - Top","NB Athletics T-Shirt","Black","XS",1,500000,"No",500000,"MoMo","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",5.0,"Young Adult",90
1359,17,"Male","Ha Noi","Lifestyle Sneakers","327","White",NULL,1,3200000,"Yes",3200000,"Bank Transfer","Shopee","Standard","Autumn","Every 3 Months","Yes","Yes",2.0,"Teen",90
1360,29,"Female","Ha Noi","Lifestyle Sneakers","2002R","Black",NULL,1,3950000,"No",3950000,"Cash","TikTok Shop","Same-day","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
1361,27,"Male","Da Nang","Apparel - Bottom","Athletics Jogger","White","XS",3,450000,"No",1350000,"Bank Transfer","Shopee","Standard","Autumn","Annually","Yes","No",4.0,"Young Adult",365
1362,32,"Male","Ha Noi","Apparel - Top","Essentials Hoodie","Green","XXL",1,1100000,"No",1100000,"ZaloPay","Online - Website","Standard","Spring","Monthly","No","No",4.0,"Adult",30
1363,28,"Male","Ha Noi","Lifestyle Sneakers","530","Green",NULL,1,4100000,"No",4100000,"MoMo","Online - Website","Express","Spring","Weekly","Yes","No",5.0,"Young Adult",7
1364,21,"Female","Ha Noi","Lifestyle Sneakers","1906R","Pink",NULL,1,1850000,"No",1850000,"ZaloPay","Online - Website","Express","Summer","Quarterly","Yes","No",4.0,"Teen",90
1365,36,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","Yellow",NULL,1,2800000,"No",2800000,"MoMo","In-Store","In-Store Pickup","Summer","Every 3 Months","No","No",3.0,"Adult",90
1366,26,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Pink","XXL",1,450000,"No",450000,"VNPay","TikTok Shop","Standard","Summer","Fortnightly","No","No",5.0,"Young Adult",14
1367,27,"Male","Ha Noi","Lifestyle Sneakers","1906R","Blue",NULL,1,3450000,"Yes",3278000,"MoMo","In-Store","In-Store Pickup","Spring","Fortnightly","No","No",2.0,"Young Adult",14
1368,21,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Pink","38",1,4700000,"Yes",4700000,"VNPay","Online - Website","Standard","Summer","Quarterly","Yes","Yes",1.0,"Teen",90
1369,24,"Male","Da Nang","Running Shoes","Fuelcell Rebel v4","Black","42",1,4850000,"Yes",4122000,"Bank Transfer","Online - Website","Express","Autumn","Weekly","No","No",3.0,"Teen",7
1370,21,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Beige","36",1,5500000,"Yes",4400000,"ZaloPay","Shopee","Standard","Winter","Fortnightly","No","No",4.0,"Teen",14
1371,26,"Female","Ho Chi Minh","Accessories","Wristband Set","Blue",NULL,2,650000,"No",1300000,"ZaloPay","Shopee","Standard","Summer","Every 3 Months","No","No",4.0,"Young Adult",90
1372,39,"Female","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Red","XXL",3,700000,"Yes",1890000,"Cash","Online - Website","Express","Summer","Monthly","No","No",5.0,"Adult",30
1373,18,"Male","Da Nang","Apparel - Top","Essentials Hoodie","Blue","XXL",1,1150000,"Yes",1150000,"Credit Card","Online - Website","Express","Summer","Bi-Weekly","No","Yes",4.0,"Teen",14
1374,16,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Red","45",1,3800000,"Yes",3040000,"Debit Card","Shopee","Express","Autumn","Quarterly","No","No",4.0,"Teen",90
1375,38,"Female","Da Nang","Running Shoes","1080v13","Blue","40",1,3050000,"Yes",2592000,"MoMo","Online - App","Express","Summer","Quarterly","Yes","Yes",2.0,"Adult",90
1376,26,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Beige",NULL,1,2400000,"No",2400000,"MoMo","In-Store","In-Store Pickup","Autumn","Annually","Yes","No",5.0,"Young Adult",365
1377,23,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Black","38",1,4050000,"No",4050000,"Cash","In-Store","In-Store Pickup","Autumn","Annually","Yes","No",5.0,"Teen",365
1378,35,"Male","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Blue","XL",1,600000,"No",600000,"VNPay","In-Store","In-Store Pickup","Summer","Monthly","Yes","No",5.0,"Adult",30
1379,23,"Female","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Blue","S",1,500000,"No",500000,"MoMo","Online - App","Same-day","Autumn","Weekly","Yes","No",4.0,"Teen",7
1380,40,"Male","Ho Chi Minh","Lifestyle Sneakers","327","White",NULL,1,2150000,"No",2150000,"VNPay","Online - Website","Standard","Winter","Bi-Weekly","No","No",5.0,"Adult",14
1381,32,"Male","Ha Noi","Lifestyle Sneakers","530","Navy",NULL,1,3650000,"Yes",3468000,"VNPay","Lazada","Express","Autumn","Fortnightly","No","No",4.0,"Adult",14
1382,24,"Male","Ha Noi","Apparel - Top","NB Athletics T-Shirt","Red","XL",1,1000000,"No",1000000,"MoMo","Online - Website","Standard","Spring","Quarterly","Yes","No",4.0,"Teen",90
1383,43,"Female","Ho Chi Minh","Accessories","Water Bottle","Beige",NULL,1,200000,"Yes",180000,"MoMo","Online - App","Same-day","Spring","Quarterly","No","Yes",5.0,"Adult",90
1384,23,"Female","Da Nang","Apparel - Top","NB Athletics T-Shirt","Pink","M",2,800000,"Yes",1440000,"Credit Card","In-Store","In-Store Pickup","Autumn","Monthly","No","No",2.0,"Teen",30
1385,33,"Male","Ha Noi","Lifestyle Sneakers","1906R","Blue",NULL,1,3650000,"Yes",3468000,"MoMo","In-Store","In-Store Pickup","Summer","Weekly","Yes","Yes",4.0,"Adult",7
1386,30,"Male","Ha Noi","Lifestyle Sneakers","2002R","Blue",NULL,1,2750000,"No",2750000,"Cash","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","No",4.0,"Young Adult",14
1387,37,"Male","Ha Noi","Accessories","Water Bottle","Yellow",NULL,1,250000,"No",250000,"Debit Card","In-Store","In-Store Pickup","Summer","Quarterly","Yes","No",5.0,"Adult",90
1388,38,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","White","S",1,1000000,"No",1000000,"VNPay","Shopee","Express","Summer","Monthly","No","No",4.0,"Adult",30
1389,28,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","Yellow","45",1,3750000,"Yes",3000000,"Cash","In-Store","In-Store Pickup","Spring","Quarterly","No","No",3.0,"Young Adult",90
1390,22,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Blue","XXL",1,450000,"Yes",405000,"ZaloPay","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",5.0,"Teen",14
1391,31,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Pink",NULL,1,2400000,"Yes",2160000,"MoMo","In-Store","In-Store Pickup","Winter","Weekly","Yes","No",4.0,"Young Adult",7
1392,23,"Female","Ha Noi","Lifestyle Sneakers","574","Pink",NULL,1,3100000,"Yes",2945000,"Credit Card","Shopee","Same-day","Spring","Annually","No","No",5.0,"Teen",365
1393,42,"Male","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","Green","S",1,450000,"No",450000,"MoMo","In-Store","In-Store Pickup","Winter","Every 3 Months","Yes","No",4.0,"Adult",90
1394,28,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Black",NULL,1,2000000,"Yes",1900000,"Credit Card","Shopee","Same-day","Autumn","Fortnightly","No","No",4.0,"Young Adult",14
1395,25,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Black","43",1,5000000,"Yes",4250000,"VNPay","Online - App","Standard","Spring","Weekly","No","No",4.0,"Teen",7
1396,29,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Green","L",1,900000,"Yes",900000,"ZaloPay","Shopee","Standard","Autumn","Bi-Weekly","No","Yes",5.0,"Young Adult",14
